# NCBI taxid / refseq / STRING 
511145	AAC75269	511145.b2209
511145	AAC75268	511145.b2208
511145	AAC75801	511145.b2759
511145	AAC74768	511145.b1698
511145	AAC76401	511145.b3376
511145	AAC76402	511145.b3377
511145	AAC76399	511145.b3374
511145	AAC76400	511145.b3375
511145	AAC75261	511145.b2201
511145	AAC75260	511145.b2200
511145	AAC75263	511145.b2203
511145	AAC75262	511145.b2202
511145	AAC75265	511145.b2205
511145	AAC75264	511145.b2204
511145	AAC75267	511145.b2207
511145	AAC75266	511145.b2206
511145	AAC75647	511145.b2599
511145	AAC75800	511145.b2758
511145	AAC75642	511145.b2593
511145	AAC75641	511145.b2592
511145	AAC75644	511145.b2595
511145	AAC75643	511145.b2594
511145	AAC75646	511145.b2597
511145	AAD13458	511145.b4075
511145	AAC76920	511145.b3938
511145	AAC77335	511145.b4382
511145	AAC77336	511145.b4383
511145	AAC75795	511145.b2753
511145	AAC75180	511145.b2119
511145	AAC76999	511145.b4029
511145	AAC75794	511145.b2752
511145	AAC75175	511145.b2114
511145	AAC76998	511145.b4028
511145	AAC75172	511145.b2111
511145	AAC75171	511145.b2110
511145	AAC75174	511145.b2113
511145	AAC75173	511145.b2112
511145	AAT48194	511145.b3578
511145	AAC76603	511145.b3579
511145	AAC75792	511145.b2750
511145	AAT48192	511145.b3570
511145	AAC75799	511145.b2757
511145	AAT48193	511145.b3572
511145	AAC76597	511145.b3573
511145	AAC76598	511145.b3574
511145	AAC76599	511145.b3575
511145	AAC76600	511145.b3576
511145	AAC75798	511145.b2756
511145	AAC75434	511145.b2375
511145	AAC75433	511145.b2374
511145	AAC75436	511145.b2377
511145	AAC75435	511145.b2376
511145	AAC75430	511145.b2371
511145	AAC75429	511145.b2370
511145	AAC75432	511145.b2373
511145	AAC75431	511145.b2372
511145	AAC75796	511145.b2754
511145	AAC75438	511145.b2379
511145	AAC75437	511145.b2378
511145	AAC75732	511145.b2685
511145	AAC75731	511145.b2684
511145	AAC75734	511145.b2687
511145	AAC74665	511145.b1593
511145	AAC75730	511145.b2683
511145	AAC75736	511145.b2689
511145	AAC75735	511145.b2688
511145	AAC76023	511145.b2987
511145	AAC76801	511145.b3794
511145	AAT48216	511145.b3795
511145	AAC77315	511145.b4359
511145	AAC76796	511145.b3791
511145	AAC76797	511145.b3792
511145	AAC76800	511145.b3793
511145	AAC77311	511145.b4355
511145	AAC77310	511145.b4354
511145	AAT48248	511145.b4357
511145	AAC75346	511145.b2286
511145	AAC77307	511145.b4351
511145	AAC77306	511145.b4350
511145	AAC77309	511145.b4353
511145	AAC77308	511145.b4352
511145	AAC76429	511145.b3404
511145	AAC76430	511145.b3405
511145	AAC76192	511145.b3158
511145	AAC76193	511145.b3159
511145	AAC76425	511145.b3400
511145	AAC76426	511145.b3401
511145	AAC76427	511145.b3402
511145	AAC76428	511145.b3403
511145	AAC76186	511145.b3152
511145	AAC76187	511145.b3153
511145	AAC76184	511145.b3150
511145	AAC76185	511145.b3151
511145	AAC76190	511145.b3156
511145	AAC75667	511145.b2618
511145	AAC76188	511145.b3154
511145	AAC76189	511145.b3155
511145	AAC76008	511145.b2972
511145	AAC76013	511145.b2977
511145	AAC76012	511145.b2976
511145	AAC76011	511145.b2975
511145	AAC76015	511145.b2979
511145	AAT48166	511145.b3088
511145	AAC76124	511145.b3089
511145	AAC76664	511145.b3640
511145	AAC76115	511145.b3080
511145	AAC76116	511145.b3081
511145	AAC76117	511145.b3082
511145	AAC76118	511145.b3083
511145	AAC76119	511145.b3084
511145	AAC76120	511145.b3085
511145	AAC76121	511145.b3086
511145	AAC76122	511145.b3087
511145	AAC73917	511145.b0830
511145	AAC73918	511145.b0831
511145	AAC73919	511145.b0832
511145	AAC73920	511145.b0833
511145	AAC73921	511145.b0834
511145	AAC73922	511145.b0835
511145	AAC73923	511145.b0836
511145	AAC73924	511145.b0837
511145	AAC73925	511145.b0838
511145	AAC73926	511145.b0839
511145	AAC74519	511145.b4532
511145	AAC74973	511145.b4537
511145	ABD18672	511145.b4536
511145	AAC73163	511145.b0052
511145	AAC73164	511145.b0053
511145	AAC73161	511145.b0050
511145	AAC73162	511145.b0051
511145	AAC73165	511145.b0054
511145	AAC73166	511145.b0055
511145	AAC73170	511145.b0059
511145	AAT48153	511145.b4464
511145	AAC76438	511145.b3413
511145	AAC75988	511145.b2951
511145	AAC74703	511145.b1631
511145	AAC74702	511145.b1630
511145	AAC74705	511145.b1633
511145	AAC74704	511145.b1632
511145	AAC74034	511145.b0948
511145	AAC74035	511145.b0949
511145	AAC73342	511145.b0238
511145	AAC73343	511145.b0239
511145	AAC74030	511145.b0944
511145	AAC74031	511145.b0945
511145	AAC73338	511145.b0234
511145	AAC74033	511145.b0947
511145	AAC73336	511145.b0232
511145	AAC73337	511145.b0233
511145	AAC74028	511145.b0942
511145	AAC74029	511145.b0943
511145	AAC77182	511145.b4225
511145	AAC77181	511145.b4224
511145	AAC76437	511145.b3412
511145	AAC73872	511145.b0785
511145	AAC77178	511145.b4221
511145	AAC77177	511145.b4220
511145	AAC76912	511145.b3930
511145	AAC74518	511145.b1436
511145	AAC74782	511145.b1712
511145	AAC75987	511145.b2950
511145	AAC74517	511145.b1435
511145	AAC74783	511145.b1713
511145	AAC77245	511145.b4289
511145	AAC74424	511145.b1342
511145	AAC74932	511145.b1862
511145	AAT48212	511145.b3787
511145	AAC74427	511145.b1345
511145	AAC74933	511145.b1863
511145	AAC76436	511145.b3411
511145	AAC74909	511145.b1839
511145	AAC74908	511145.b1838
511145	AAC76913	511145.b3931
511145	AAC74429	511145.b1347
511145	AAC74903	511145.b1833
511145	AAC74902	511145.b1832
511145	AAC74901	511145.b1831
511145	AAC74512	511145.b1430
511145	AAC74907	511145.b1837
511145	AAC74906	511145.b1836
511145	AAC73950	511145.b0863
511145	AAC74904	511145.b1834
511145	AAC75010	511145.b1943
511145	AAC75009	511145.b1942
511145	AAC75008	511145.b1941
511145	AAC75007	511145.b1940
511145	AAC74213	511145.b1129
511145	AAC74212	511145.b1128
511145	AAC75012	511145.b1945
511145	AAC75011	511145.b1944
511145	AAC74209	511145.b1125
511145	AAC74208	511145.b1124
511145	AAC74211	511145.b1127
511145	AAC74210	511145.b1126
511145	AAC74205	511145.b1121
511145	AAC74204	511145.b1120
511145	AAC74207	511145.b1123
511145	AAC74206	511145.b1122
511145	AAC73411	511145.b0308
511145	AAC73875	511145.b0788
511145	ABD18646	511145.b4516
511145	AAC73406	511145.b0303
511145	AAC74051	511145.b0965
511145	AAC73409	511145.b0306
511145	AAC73410	511145.b0307
511145	AAC73407	511145.b0304
511145	AAC73408	511145.b0305
511145	AAC76949	511145.b3967
511145	AAC76948	511145.b3966
511145	AAC76947	511145.b3965
511145	AAC76946	511145.b3964
511145	AAC76945	511145.b3963
511145	AAC76944	511145.b3962
511145	AAC76943	511145.b3961
511145	AAC76942	511145.b3960
511145	AAC74112	511145.b1027
511145	AAC77198	511145.b4241
511145	AAC76915	511145.b3933
511145	AAC77197	511145.b4240
511145	AAC75750	511145.b2708
511145	AEN84234	511145.b4703
511145	AAC77203	511145.b4246
511145	ACO59998	511145.b4678
511145	AAC77202	511145.b4245
511145	AAC77321	511145.b4365
511145	AAC77201	511145.b4244
511145	AAC76916	511145.b3934
511145	AAC74104	511145.b1019
511145	AAC75751	511145.b2709
511145	AAC76889	511145.b3907
511145	AAC74622	511145.b1549
511145	AAC74096	511145.b1011
511145	AAC74095	511145.b1010
511145	AAC74098	511145.b1013
511145	AAC74097	511145.b1012
511145	AAC74100	511145.b1015
511145	AAC74099	511145.b1014
511145	AAC74614	511145.b1541
511145	AAC74613	511145.b1540
511145	AAC73642	511145.b0541
511145	AAC73644	511145.b0543
511145	AAC73645	511145.b0544
511145	AAC73646	511145.b0545
511145	AAC73647	511145.b0546
511145	AAC73648	511145.b0547
511145	AAC73649	511145.b0548
511145	AAC73650	511145.b0549
511145	AAC76501	511145.b3476
511145	AAC76917	511145.b3935
511145	AAD13455	511145.b3893
511145	AAC76504	511145.b3479
511145	AAD13453	511145.b3891
511145	AAD13452	511145.b3890
511145	AAC74572	511145.b1499
511145	AAC74571	511145.b1498
511145	AAC76164	511145.b3130
511145	AAC76503	511145.b3478
511145	AAC74568	511145.b1495
511145	AAC74567	511145.b1494
511145	AAC74570	511145.b1497
511145	AAC74569	511145.b1496
511145	AAC74564	511145.b1491
511145	AAC74563	511145.b1490
511145	AAC74566	511145.b1493
511145	AAC74565	511145.b1492
511145	AAC76673	511145.b3649
511145	AAC76551	511145.b3526
511145	AAC76601	511145.b3577
511145	AAC76931	511145.b3949
511145	AAC74387	511145.b1305
511145	AAC74386	511145.b1304
511145	AAC74389	511145.b1307
511145	AAC74388	511145.b1306
511145	AAC74383	511145.b1301
511145	AAC74382	511145.b1300
511145	AAC74385	511145.b1303
511145	AAC74384	511145.b1302
511145	AAC74391	511145.b1309
