taxid	rank
family	229797
family	229800
family	229803
family	229805
family	229806
family	229807
family	229808
family	229813
family	229817
family	229818
family	229819
family	229820
family	229821
family	229822
family	229837
family	229838
family	229841
family	229842
family	229843
family	229745
family	229844
family	229852
family	229750
family	229751
family	229755
family	229760
family	229857
family	229859
family	229765
family	229860
family	229871
family	229770
family	229772
family	229773
family	229775
family	229875
family	230742
family	229784
family	229787
family	230227
family	230228
family	230229
family	230230
family	230231
family	230232
family	231997
family	231013
family	231452
family	231594
family	232509
family	232376
family	232383
family	232384
family	232385
family	232386
family	232387
family	232389
family	232390
family	232554
family	232597
family	232629
family	232651
family	232659
family	232938
family	232795
family	232662
family	232679
family	233768
family	233142
family	233146
family	233272
family	233273
family	233274
family	233275
family	233276
family	233277
family	233283
family	233118
family	233121
family	233124
family	233131
family	233137
family	236535
family	233876
family	233879
family	233880
family	233881
family	235156
family	235186
family	235214
family	235902
family	234820
family	235238
family	235252
family	236322
family	236323
family	236375
family	236378
family	236380
family	236381
family	236382
family	236383
family	236384
family	236385
family	236386
family	236387
family	236388
family	236389
family	236390
family	236391
family	236392
family	236393
family	236394
family	236403
family	236404
family	236405
family	236406
family	236407
family	236408
family	236409
family	236410
family	236428
family	236429
family	236430
family	236445
family	236446
family	236447
family	236448
family	236449
family	236450
family	236451
family	236453
family	236454
family	236826
family	236831
family	236832
family	237701
family	237436
family	237172
family	237197
family	237198
family	237200
family	237702
family	237706
family	238617
family	237713
family	237714
family	237715
family	238089
family	238093
family	238757
family	238764
family	238780
family	238787
family	238791
family	238796
family	238703
family	238883
family	238884
family	238899
family	238903
family	238706
family	240288
family	239359
family	239142
family	239158
family	239231
family	239232
family	239233
family	239234
family	239235
family	239236
family	240809
family	240530
family	240560
family	240576
family	240356
family	240428
family	240819
family	240887
family	241355
family	241397
family	241476
family	241024
family	241025
family	241026
family	241029
family	241042
family	241047
family	242930
family	241819
family	242543
family	241722
family	242956
family	242959
family	242963
family	242970
family	243491
family	243078
family	243266
family	243492
family	243493
family	243494
family	243495
family	243496
family	243497
family	243498
family	243499
family	243500
family	243501
family	243502
family	243503
family	243524
family	243543
family	244124
family	243949
family	243702
family	243706
family	244778
family	244500
family	244504
family	244868
family	244427
family	244899
family	244939
family	244973
family	244982
family	244985
family	245177
family	244988
family	244989
family	244992
family	245001
family	245713
family	245473
family	245717
family	245723
family	245728
family	245733
family	247151
family	246271
family	246874
family	248067
family	251437
family	249184
family	249310
family	249417
family	249420
family	249422
family	249423
family	249426
family	249429
family	249430
family	249433
family	249435
family	249437
family	249438
family	251440
family	251476
family	251235
family	251238
family	251095
family	252141
family	251612
family	251711
family	251712
family	251739
family	251752
family	251281
family	251328
family	252572
family	252170
family	252176
family	252679
family	252210
family	252218
family	252293
family	253170
family	252545
family	252554
family	254655
family	252952
family	252956
family	253718
family	252959
family	254572
family	255472
family	255474
family	255475
family	255526
family	255308
family	255527
family	255528
family	255574
family	256097
family	255922
family	255930
family	255932
family	256142
family	255948
family	255977
family	255981
family	256334
family	257001
family	255994
family	257020
family	257543
family	257552
family	257559
family	257562
family	257583
family	257590
family	257593
family	257601
family	257613
family	258890
family	257709
family	257712
family	257716
family	257719
family	257900
family	258333
family	258029
family	259363
family	260504
family	259622
family	259627
family	259635
family	259642
family	260257
family	259895
family	259919
family	259981
family	261183
family	260802
family	260822
family	262140
family	261020
family	261835
family	261838
family	261840
family	261853
family	261508
family	261678
family	261973
family	262154
family	262632
family	262431
family	263189
family	262507
family	262593
family	262329
family	262332
family	263193
family	263197
family	263369
family	263143
family	263148
family	263155
family	263165
family	263168
family	263178
family	263181
family	264772
family	263714
family	264262
family	264266
family	263420
family	263997
family	263999
family	264006
family	264045
family	264048
family	264056
family	264062
family	264066
family	264069
family	265535
family	265316
family	265081
family	265573
family	265577
family	265582
family	269028
family	265218
family	266245
family	266269
family	268308
family	268309
family	268310
family	268311
family	267101
family	267104
family	267106
family	267107
family	267147
family	267152
family	267166
family	267888
family	267889
family	267890
family	267891
family	267892
family	267893
family	267894
family	268499
family	268500
family	268579
family	269157
family	269041
family	269806
family	269520
family	269529
family	270656
family	270524
family	270589
family	270592
family	270595
family	270598
family	270602
family	270605
family	270610
family	270659
family	270859
family	271682
family	273013
family	272203
family	272228
family	272299
family	272302
family	272303
family	271700
family	271705
family	271708
family	271711
family	271727
family	271818
family	271822
family	272708
family	272730
family	272733
family	273024
family	274689
family	273750
family	274463
family	274692
family	274706
family	274712
family	278113
family	278116
family	278119
family	274754
family	278123
family	278168
family	274798
family	274806
family	278005
family	278171
family	278013
family	278202
family	278981
family	275430
family	275437
family	278984
family	279179
family	278829
family	279424
family	278974
family	279438
family	279441
family	279467
family	279474
family	279482
family	279498
family	281106
family	279648
family	280795
family	280805
family	279897
family	280969
family	280971
family	281108
family	281109
family	281111
family	281124
family	281126
family	281208
family	281210
family	281213
family	281222
family	281242
family	281243
family	281244
family	281246
family	281247
family	281250
family	283495
family	282279
family	282291
family	282294
family	282346
family	282358
family	281627
family	281631
family	281634
family	281637
family	281663
family	281667
family	281673
family	283043
family	283088
family	283512
family	283520
family	283401
family	283583
family	283410
family	283421
family	283429
family	283433
family	283600
family	283645
family	284329
family	284477
family	283964
family	283965
family	283966
family	283967
family	283969
family	283973
family	283984
family	283985
family	283986
family	283987
family	283988
family	283990
family	283993
family	283996
family	283998
family	284004
family	284053
family	284803
family	285966
family	284605
family	286113
family	286122
family	286409
family	285682
family	285687
family	285697
family	286424
family	286425
family	286443
family	286447
family	286472
family	286673
family	286473
family	286474
family	286476
family	286478
family	286480
family	286481
family	286482
family	286483
family	286484
family	286485
family	286514
family	286515
family	286516
family	286517
family	286518
family	286519
family	287716
family	287131
family	287132
family	287133
family	287134
family	287164
family	287182
family	288501
family	288541
family	288630
family	288644
family	288648
family	288652
family	288509
family	288658
family	288661
family	289413
family	289258
family	288905
family	289445
family	289456
family	291241
family	290167
family	291023
family	291025
family	291026
family	290634
family	290639
family	290654
family	290882
family	290895
family	291244
family	291848
family	291600
family	291601
family	291609
family	291293
family	291294
family	291295
family	291296
family	291371
family	291484
family	291850
family	291854
family	291856
family	291863
family	291873
family	291879
family	291903
family	291921
family	291924
family	291926
family	292440
family	292182
family	292489
family	292490
family	292493
family	292494
family	292495
family	292496
family	292497
family	293316
family	292567
family	292628
family	292630
family	292638
family	293596
family	293660
family	293715
family	295929
family	293814
family	293841
family	293848
family	293852
family	294118
family	294121
family	295214
family	295809
family	296227
family	295945
family	295956
family	295957
family	295958
family	297443
family	296236
family	296247
family	296276
family	296279
family	297017
family	296192
family	296195
family	296201
family	296205
family	296211
family	296219
family	297306
family	297309
family	297383
family	297398
family	297431
family	297907
family	297910
family	297917
family	297920
family	297955
family	297986
family	297989
family	298024
family	298051
family	298489
family	299071
family	298413
family	298423
family	298428
family	298434
family	298437
family	298442
family	298445
family	298449
family	298452
family	298455
family	298458
family	298464
family	298467
family	298470
family	298477
family	298480
family	298483
family	298486
family	298491
family	298494
family	298499
family	298502
family	298505
family	299202
family	298511
family	300023
family	299319
family	300225
family	300232
family	300237
family	301453
family	300513
family	300514
family	300487
family	300492
family	300498
family	300507
family	301278
family	301454
family	301900
family	302773
family	302487
family	302101
family	302780
family	303968
family	303732
family	303454
family	306054
family	304466
family	305557
family	305558
family	305559
family	305560
family	305692
family	307025
family	307032
family	308925
family	307581
family	307582
family	307583
family	307603
family	307623
family	308676
family	307228
family	307667
family	307708
family	307842
family	308517
family	308568
family	308572
family	308575
family	308582
family	308586
family	308592
family	308595
family	308660
family	308664
family	315429
family	309553
family	309607
family	309613
family	309626
family	309629
family	309645
family	309664
family	310808
family	310837
family	310841
family	311552
family	312193
family	313556
family	313616
family	314075
family	314081
family	314085
family	314091
family	314187
family	314190
family	311318
family	311329
family	311384
family	311388
family	312688
family	313275
family	314013
family	315489
family	316123
family	315838
family	315599
family	315604
family	315608
family	315609
family	315623
family	315662
family	315681
family	315682
family	315689
family	315696
family	315703
family	316606
family	316148
family	316168
family	316171
family	316185
family	316195
family	316198
family	316207
family	317909
family	316220
family	316227
family	317662
family	318185
family	317507
family	317514
family	317518
family	317521
family	317534
family	317541
family	317544
family	317557
family	317561
family	318189
family	318200
family	318203
family	318258
family	318477
family	319511
family	318509
family	318510
family	318512
family	318521
family	318523
family	318530
family	318533
family	318542
family	319671
family	320094
family	319783
family	319804
family	319807
family	320143
family	319958
family	320796
family	320451
family	321065
family	320583
family	320584
family	320599
family	323297
family	321367
family	321373
family	322145
family	322152
family	322632
family	322634
family	322636
family	322638
family	322639
family	322640
family	323305
family	323324
family	323335
family	324090
family	323691
family	323817
family	323542
family	323619
family	324115
family	324123
family	324126
family	325269
family	324686
family	324870
family	324901
family	324794
family	327412
family	325674
family	326983
family	326995
family	327033
family	327152
family	328234
family	327734
family	328861
family	328320
family	331393
family	328962
family	331038
family	331042
family	331049
family	331060
family	331534
family	331538
family	331546
family	331559
family	329146
family	329891
family	330541
family	330841
family	330848
family	330899
family	331407
family	332161
family	334154
family	332247
family	332295
family	332297
family	332307
family	333135
family	333885
family	332900
family	332902
family	332903
family	334592
family	334602
family	334613
family	334180
family	334626
family	334629
family	334633
family	334635
family	334641
family	334644
family	334649
family	334651
family	334652
family	334654
family	334449
family	336669
family	335535
family	335724
family	335928
family	335929
family	336670
family	336671
family	336672
family	336677
family	336678
family	336679
family	337659
family	337424
family	337664
family	337669
family	337673
family	337677
family	338190
family	337342
family	337816
family	338260
family	338263
family	338264
family	338265
family	338266
family	338275
family	338285
family	338293
family	338302
family	338716
family	338911
family	342049
family	340202
family	341075
family	339961
family	340079
family	340080
family	340081
family	340082
family	340083
family	340178
family	340705
family	342424
family	347744
family	343330
family	345244
family	342620
family	342635
family	345467
family	345470
family	345489
family	347801
family	347822
family	349984
family	349670
family	349673
family	348845
family	348848
family	348857
family	348858
family	350066
family	350069
family	361424
family	353630
family	353631
family	353632
family	356134
family	356152
family	356162
family	358186
family	358758
family	359502
family	360066
family	360087
family	360090
family	360646
family	360653
family	360657
family	360665
family	360667
family	360671
family	360675
family	360696
family	360699
family	360702
family	361157
family	361606
family	352446
family	354334
family	354340
family	355668
family	356495
family	356789
family	358397
family	358447
family	359161
family	361021
family	361063
family	361151
family	364906
family	366535
family	364617
family	364620
family	365323
family	365805
family	366400
family	365061
family	366585
family	366431
family	366436
family	366590
family	366599
family	371433
family	367859
family	367869
family	367877
family	367899
family	367915
family	367923
family	369801
family	371444
family	371451
family	371457
family	371467
family	371473
family	371476
family	371479
family	371482
family	371485
family	371489
family	371492
family	371493
family	371496
family	371508
family	371518
family	371523
family	371542
family	373044
family	371419
family	371975
family	373674
family	373727
family	373435
family	373437
family	373438
family	373439
family	373741
family	375766
family	375141
family	375201
family	375581
family	375590
family	375591
family	376640
family	376268
family	376273
family	376643
family	376274
family	376275
family	376648
family	378069
family	376918
family	376919
family	378100
family	378266
family	378113
family	378192
family	378855
family	379588
family	379589
family	382860
family	379499
family	379500
family	379582
family	381404
family	382440
family	382442
family	379343
family	379356
family	381702
family	385533
family	382959
family	386817
family	386461
family	386818
family	386819
family	386820
family	386821
family	386826
family	386832
family	386837
family	386840
family	386850
family	386852
family	388284
family	387441
family	388026
family	387939
family	387940
family	387941
family	387942
family	387944
family	387945
family	387946
family	387948
family	387949
family	387950
family	387951
family	387952
family	387953
family	388285
family	388827
family	388951
family	388442
family	388443
family	388444
family	388445
family	388449
family	388963
family	388973
family	390102
family	389308
family	389316
family	389319
family	389334
family	389906
family	389734
family	389951
family	393446
family	389990
family	389998
family	390009
family	390020
family	390025
family	390028
family	390045
family	390063
family	390065
family	390965
family	390968
family	391041
family	389880
family	389883
family	390310
family	390322
family	390325
family	390339
family	390344
family	390366
family	390388
family	390445
family	391217
family	391242
family	391258
family	393868
family	394531
family	397501
family	396328
family	396331
family	396349
family	396352
family	396361
family	394753
family	394764
family	397503
family	397506
family	397572
family	397336
family	397575
family	397578
family	398362
family	397928
family	397938
family	398403
family	399129
family	398011
family	398018
family	398705
family	398846
family	399054
family	399057
family	399060
family	399064
family	399076
family	399132
family	404296
family	400706
family	400721
family	400722
family	400723
family	400725
family	400782
family	400783
family	401321
family	402686
family	402692
family	402721
family	403651
family	400690
family	400692
family	400694
family	400978
family	404310
family	404316
family	404317
family	404319
family	405151
family	405154
family	405160
family	405171
family	405177
family	406058
family	405002
family	406429
family	406063
family	407032
family	407926
family	408073
family	409303
family	408864
family	409994
family	409164
family	409171
family	409189
family	409610
family	409611
family	412621
family	412447
family	410830
family	412032
family	412804
family	412628
family	412631
family	412640
family	412849
family	412645
family	413643
family	413184
family	413197
family	413204
family	413936
family	413412
family	414713
family	416593
family	414877
family	414914
family	415002
family	421759
family	416989
family	416990
family	418793
family	419440
family	420616
family	420617
family	420625
family	420633
family	421752
family	421754
family	421756
family	421758
family	416806
family	416813
family	418918
family	418920
family	418931
family	418932
family	418933
family	418935
family	418939
family	418941
family	418951
family	418966
family	418967
family	418968
family	418969
family	419698
family	421760
family	421761
family	421764
family	421770
family	421771
family	421773
family	421776
family	421778
family	421780
family	421786
family	421794
family	421795
family	421798
family	421800
family	421807
family	421808
family	421810
family	421815
family	421818
family	421836
family	421837
family	421838
family	421842
family	421843
family	421845
family	421849
family	421852
family	421853
family	421854
family	421855
family	421907
family	425629
family	423251
family	423273
family	423358
family	424154
family	424179
family	424206
family	424211
family	424536
family	425071
family	425072
family	425073
family	425788
family	426519
family	427279
family	426654
family	426660
family	426694
family	431959
family	428421
family	428439
family	428444
family	428447
family	431973
family	432008
family	432548
family	433159
family	432918
family	432754
family	433665
family	435412
family	435413
family	435418
family	435426
family	440351
family	435719
family	435728
family	435741
family	439585
family	436081
family	436493
family	439878
family	440559
family	441274
family	442649
family	441543
family	441548
family	441550
family	441551
family	441552
family	442654
family	442668
family	443779
family	450948
family	443634
family	444098
family	446354
family	448009
family	450129
family	450185
family	445460
family	446133
family	447212
family	449719
family	449732
family	451449
family	451451
family	451453
family	452226
family	452340
family	452229
family	452282
family	453228
family	453565
family	452563
family	453420
family	453436
family	453323
family	453448
family	453328
family	457838
family	455493
family	457377
family	457865
family	457869
family	454281
family	455381
family	459070
family	458188
family	459104
family	461499
family	459232
family	459263
family	459266
family	459299
family	459516
family	461249
family	461250
family	461254
family	463601
family	462308
family	468251
family	467011
family	467012
family	467013
family	467018
family	464331
family	464336
family	464339
family	467813
family	468258
family	468275
family	468309
family	472031
family	468565
family	471823
family	472129
family	472136
family	472140
family	472148
family	472196
family	472032
family	472039
family	472045
family	472046
family	472049
family	472062
family	472068
family	472071
family	472074
family	472106
family	472115
family	474008
family	473342
family	474009
family	474011
family	474012
family	474014
family	474942
family	474097
family	474098
family	474106
family	474107
family	474108
family	474110
family	474111
family	474112
family	474114
family	474183
family	474229
family	474943
family	478206
family	474247
family	475307
family	475326
family	475379
family	475964
family	478427
family	478428
family	478275
family	478436
family	478437
family	478438
family	478439
family	478276
family	478277
family	478278
family	478280
family	478380
family	478573
family	479157
family	479176
family	479181
family	479187
family	482401
family	479500
family	479584
family	479599
family	485628
family	483291
family	483971
family	485328
family	483405
family	485255
family	486007
family	493929
family	489205
family	489262
family	490374
family	490375
family	492104
family	486104
family	487606
family	487609
family	490307
family	491774
family	491810
family	498010
family	494411
family	496063
family	497504
family	507870
family	498537
family	498765
family	500384
family	500489
family	500491
family	502082
family	502086
family	502087
family	502088
family	502594
family	503065
family	503581
family	503585
family	503600
family	503610
family	503616
family	504437
family	507114
family	499202
family	499998
family	500002
family	500011
family	500092
family	503167
family	503175
family	504891
family	504915
family	507700
family	509847
family	507362
family	507363
family	507457
family	509125
family	509251
family	509891
family	510300
family	510685
family	510444
family	511195
family	513510
family	513040
family	513213
family	512258
family	512259
family	512260
family	512261
family	512262
family	512263
family	512264
family	512265
family	513544
family	513556
family	515142
family	515459
family	515586
family	516940
family	516691
family	516941
family	516942
family	516943
family	516945
family	519444
family	524892
family	523857
family	523863
family	523865
family	523710
family	525013
family	525103
family	525158
family	525164
family	525166
family	525169
family	524918
family	524919
family	524922
family	524927
family	524928
family	527036
family	526420
family	526423
family	526425
family	526427
family	533207
family	528170
family	528219
family	531991
family	528134
family	529069
family	534396
family	535085
family	534919
family	534936
family	534965
family	534966
family	534993
family	535012
family	535013
family	535086
family	535087
family	535088
family	535152
family	541000
family	535379
family	538903
family	538905
family	538998
family	539000
family	539003
family	540501
family	541019
family	541045
family	545089
family	543313
family	543314
family	543317
family	543347
family	543349
family	543350
family	543371
family	543372
family	544698
family	544708
family	545090
family	546906
family	547252
family	549779
family	549180
family	549185
family	548648
family	548682
family	548685
family	550461
family	550462
family	551667
family	552359
family	551356
family	551364
family	551367
family	553751
family	553065
family	553066
family	554633
family	555214
family	555842
family	555408
family	557273
family	556143
family	557394
family	556223
family	556236
family	556237
family	556238
family	556285
family	556782
family	556784
family	557276
family	558314
family	558415
family	560224
family	558762
family	558763
family	558766
family	558778
family	558780
family	559843
family	560225
family	560226
family	560961
family	560733
family	560751
family	560752
family	560994
family	560805
family	560995
family	560809
family	560996
family	560997
family	560818
family	564997
family	560874
family	563798
family	563835
family	563843
family	564644
family	563103
family	564998
family	568386
family	566277
family	566286
family	568247
family	569418
family	569420
family	570265
family	572717
family	571506
family	571546
family	571552
family	571299
family	572383
family	576249
family	573053
family	576243
family	576244
family	576245
family	576246
family	574935
family	574976
family	575963
family	576288
family	576289
family	576290
family	578562
family	576614
family	576916
family	578128
family	576705
family	576751
family	576754
family	576758
family	576760
family	576762
family	576763
family	576768
family	576769
family	576773
family	576848
family	576849
family	576852
family	579912
family	578848
family	579015
family	579018
family	579021
family	579022
family	579024
family	579025
family	580372
family	583364
family	582432
family	584324
family	582807
family	584723
family	586242
family	584885
family	584901
family	585893
family	587471
family	589343
family	588353
family	588354
family	588419
family	589344
family	589345
family	589351
family	597359
family	589687
family	592673
family	596498
family	589513
family	589526
family	592018
family	592024
family	600333
family	598726
family	598733
family	611790
family	603431
family	610283
family	610285
family	610290
family	610291
family	610293
family	610295
family	610298
family	610299
family	610300
family	610301
family	610302
family	610303
family	610306
family	610307
family	610308
family	610309
family	610310
family	610314
family	610315
family	610316
family	610317
family	610318
family	610325
family	610327
family	610328
family	604278
family	604279
family	613034
family	613037
family	613053
family	613056
family	613061
family	613062
family	613072
family	613086
family	620905
family	616676
family	619313
family	614056
family	620909
family	622451
family	622454
family	626425
family	626279
family	637851
family	629287
family	629288
family	629290
family	629293
family	629714
family	629715
family	629717
family	632898
family	634669
family	634747
family	630265
family	630724
family	633392
family	637526
family	640870
family	641220
family	639603
family	641105
family	641876
family	645430
family	642599
family	643742
family	643767
family	643768
family	643776
family	643777
family	643778
family	646406
family	646145
family	645978
family	648070
family	646050
family	646282
family	646311
family	646317
family	646319
family	646321
family	647085
family	648077
family	650049
family	649108
family	649145
family	649146
family	648666
family	648777
family	649777
family	650592
family	650290
family	650296
family	650297
family	650287
family	651769
family	650329
family	651389
family	651809
family	655086
family	652083
family	652085
family	652087
family	652088
family	651755
family	654128
family	655153
family	655175
family	655176
family	655177
family	655178
family	655087
family	655089
family	658123
family	655585
family	655351
family	655441
family	655442
family	655443
family	658124
family	659329
family	659120
family	658649
family	660274
family	661029
family	660062
family	664851
family	662023
family	663712
family	664464
family	664868
family	664869
family	665596
family	665598
family	665637
family	666507
family	665962
family	668547
family	667167
family	667383
family	669224
family	676060
family	669221
family	673384
family	675061
family	675064
family	675068
family	675071
family	675072
family	669523
family	672052
family	672118
family	675437
family	683616
family	681950
family	681539
family	683158
family	683719
family	685045
family	684784
family	685120
family	685122
family	685124
family	685125
family	685128
family	685130
family	685134
family	685171
family	685936
family	685949
family	687154
family	686992
family	687156
family	687329
family	687330
family	689451
family	687453
family	689704
family	689766
family	689769
family	689772
family	691742
family	691771
family	692528
family	691687
family	693141
family	692910
family	692364
family	693073
family	693794
family	693797
family	693869
family	693765
family	693766
family	693767
family	693768
family	693770
family	693775
family	693918
family	695564
family	707756
family	696477
family	698787
family	699237
family	703405
family	703406
family	703407
family	703474
family	696215
family	696250
family	699189
family	699220
family	699222
family	700052
family	700636
family	700642
family	700678
family	700702
family	702679
family	702680
family	703253
family	704094
family	704095
family	704096
family	704097
family	704100
family	704106
family	704109
family	704110
family	704111
family	704112
family	704113
family	704141
family	706661
family	706662
family	706663
family	706664
family	706665
family	707758
family	707759
family	707760
family	707762
family	707769
family	707770
family	707772
family	707773
family	707774
family	707775
family	707777
family	707778
family	714940
family	708249
family	708308
family	708317
family	708320
family	708415
family	708417
family	708419
family	710149
family	710184
family	713635
family	714593
family	723527
family	715496
family	715983
family	716580
family	716594
family	716651
family	716655
family	716656
family	716657
family	716658
family	722446
family	715221
family	715274
family	715292
family	715295
family	715298
family	716565
family	717061
family	717088
family	717954
family	717964
family	721929
family	721957
family	722751
family	723907
family	723924
family	723660
family	723793
family	723795
family	723806
family	742031
family	740973
family	740975
family	740983
family	740985
family	741011
family	744530
family	742520
family	742845
family	742847
family	748682
family	744603
family	747500
family	747666
family	748726
family	753616
family	749174
family	749182
family	749189
family	749955
family	753474
family	753618
family	753492
family	753619
family	753495
family	753635
family	753496
family	753499
family	753637
family	753657
family	753687
family	753689
family	753690
family	753692
family	758767
family	754029
family	754034
family	754036
family	754162
family	754196
family	756396
family	758488
family	761540
family	760211
family	762540
family	761932
family	763543
family	763136
family	767018
family	764965
family	764966
family	764968
family	764969
family	766764
family	763928
family	764588
family	765020
family	864307
family	767765
family	768616
family	768649
family	768668
family	769008
family	795941
family	797205
family	797206
family	797207
family	797265
family	797266
family	797267
family	798225
family	856791
family	856792
family	862230
family	862241
family	862251
family	862265
family	863764
family	767325
family	768099
family	768124
family	768126
family	768140
family	768141
family	795749
family	797150
family	856643
family	856644
family	856645
family	856646
family	859930
family	862436
family	862627
family	863639
family	863641
family	864015
family	864041
family	864076
family	864077
family	864105
family	864112
family	864889
family	864675
family	864676
family	864890
family	864892
family	864893
family	866787
family	871007
family	867921
family	869208
family	870583
family	872511
family	872514
family	883841
family	879269
family	880551
family	880246
family	880247
family	880248
family	880249
family	880250
family	880256
family	880966
family	883842
family	883843
family	883844
family	885426
family	884219
family	884235
family	884236
family	884237
family	884247
family	885429
family	885430
family	885434
family	904388
family	887186
family	903867
family	904397
family	908954
family	906789
family	909627
family	908824
family	908827
family	908622
family	909750
family	909851
family	909415
family	909930
family	911337
family	910243
family	910260
family	910345
family	910346
family	910397
family	910398
family	929598
family	926274
family	926346
family	928797
family	928798
family	914235
family	929605
family	929606
family	930320
family	929463
family	930979
family	930021
family	930025
family	932764
family	938125
family	933258
family	938129
family	940447
family	941176
family	940683
family	942712
family	941246
family	941271
family	941277
family	942713
family	944424
family	943263
family	944612
family	944644
family	944429
family	944563
family	945255
family	947083
family	947087
family	947094
family	947190
family	948954
family	947604
family	947607
family	947608
family	947991
family	977778
family	979628
family	984056
family	981395
family	983657
family	983669
family	983684
family	983685
family	983686
family	983688
family	981534
family	986156
family	984489
family	984491
family	984500
family	984501
family	984509
family	984539
family	984547
family	984551
family	985687
family	984256
family	984968
family	985829
family	991877
family	990719
family	986736
family	990167
family	990930
family	991066
family	991070
family	991071
family	992992
family	992993
family	992995
family	992997
family	993655
family	996759
family	994959
family	995019
family	996470
family	996760
family	996761
family	996762
family	996763
family	998122
family	998813
family	998353
family	998817
family	1003139
family	1002506
family	1002221
family	1002748
family	1002757
family	1003173
family	1003034
family	1003044
family	1003176
family	1003205
family	1003068
family	1003241
family	1003106
family	1003242
family	1003243
family	1003244
family	1003245
family	1003246
family	1003247
family	1003248
family	1003249
family	1003250
family	1003255
family	1003312
family	1003316
family	1003977
family	1003985
family	1004044
family	1027875
family	1004268
family	1006900
family	1006905
family	1010694
family	1010695
family	1027448
family	1009602
family	1027932
family	1027940
family	1032747
family	1031712
family	1028385
family	1028405
family	1028423
family	1028425
family	1032295
family	1033978
family	1033997
family	1037068
family	1035380
family	1034071
family	1046303
family	1042314
family	1042322
family	1037559
family	1041812
family	1042468
family	1046319
family	1046370
family	1054389
family	1046903
family	1046910
family	1046916
family	1046924
family	1046929
family	1048509
family	1049651
family	1051374
family	1051634
family	1046726
family	1049078
family	1049335
family	1050067
family	1050073
family	1054398
family	1055686
family	1072062
family	1055548
family	1056808
family	1072064
family	1072065
family	1072066
family	1072067
family	1072068
family	1072069
family	1071744
family	1072070
family	1072072
family	1073839
family	1072388
family	1071984
family	1072510
family	1072554
family	1072567
family	1072578
family	1075313
family	1074048
family	1077243
family	1075814
family	1075831
family	1077264
family	1080943
family	1077316
family	1077928
family	1077931
family	1078832
family	1078847
family	1080998
family	1086596
family	1080592
family	1084709
family	1088908
family	1086799
family	1087307
family	1094902
family	1095088
family	1104538
family	1096778
family	1097431
family	1104312
family	1100104
family	1104670
family	1105228
family	1105229
family	1108071
family	1108639
family	1107942
family	1109337
family	1109126
family	1109181
family	1108959
family	1109338
family	1109339
family	1109340
family	1111450
family	1111112
family	1112062
family	1112569
family	1115082
family	1113476
family	1112823
family	1112824
family	1112825
family	1114255
family	1115741
family	1115744
family	1115745
family	1117128
family	1118796
family	1117388
family	1118802
family	1123714
family	1127404
family	1124673
family	1125798
family	1124584
family	1126008
family	1128079
family	1127098
family	1127112
family	1127138
family	1127830
family	1127206
family	1129546
family	1129100
family	1129565
family	1129376
family	1132511
family	1129411
family	1130789
family	1131319
family	1131320
family	1131492
family	1131808
family	1131809
family	1131839
family	1129771
family	1129782
family	1131318
family	1131624
family	1134603
family	1134080
family	1134132
family	1133062
family	1133085
family	1146846
family	1136790
family	1140588
family	1143178
family	1144920
family	1144924
family	1144940
family	1158979
family	1149912
family	1150983
family	1154585
family	1155054
family	1158810
family	1156497
family	1163720
family	1163410
family	1170551
family	1165354
family	1171044
family	1167809
family	1169139
family	1170554
family	1170559
family	1172398
family	1171976
family	1171987
family	1173045
family	1173381
family	1173048
family	1193145
family	1177115
family	1181438
family	1181439
family	1182203
family	1191479
family	1176357
family	1176381
family	1176409
family	1178388
family	1185407
family	1191176
family	1202956
family	1194631
family	1194752
family	1194755
family	1203500
family	1203513
family	1203514
family	1203515
family	1203520
family	1198451
family	1202464
family	1215150
family	1208339
family	1208807
family	1213223
family	1214249
family	1204718
family	1209073
family	1210442
family	1213740
family	1215725
family	1215717
family	1215718
family	1215726
family	1217100
family	1225616
family	1217822
family	1221082
family	1223337
family	1233766
family	1230091
family	1230099
family	1230109
family	1232737
family	1229510
family	1233474
family	1233511
family	1233869
family	1233870
family	1235894
family	1234993
family	1236001
family	1238961
family	1244811
family	1239418
family	1240483
family	1267019
family	1260509
family	1260510
family	1260511
family	1260512
family	1266054
family	1250773
family	1251892
family	1251894
family	1251898
family	1251902
family	1251929
family	1253824
family	1253854
family	1260749
family	1260750
family	1262355
family	1262356
family	1262357
family	1262358
family	1262361
family	1262362
family	1262363
family	1262364
family	1263284
family	1267121
family	1271886
family	1269769
family	1271465
family	1271889
family	1273262
family	1272939
family	1272269
family	1272314
family	1273264
family	1273265
family	1273267
family	1273271
family	1273273
family	1286449
family	1277729
family	1277735
family	1277736
family	1277737
family	1277271
family	1277272
family	1280769
family	1283207
family	1283208
family	1283210
family	1283840
family	1284389
family	1285587
family	1285590
family	1285596
family	1287636
family	1287649
family	1298757
family	1294546
family	1294635
family	1294636
family	1298393
family	1291367
family	1291388
family	1291399
family	1291400
family	1291401
family	1291702
family	1292249
family	1292368
family	1293059
family	1293061
family	1293062
family	1293435
family	1293609
family	1295189
family	1298587
family	1298591
family	1299296
family	1301366
family	1301073
family	1311933
family	1302296
family	1302426
family	1306077
family	1309809
family	1311800
family	1313209
family	1312333
family	1312212
family	1312872
family	1315717
family	1323727
family	1321068
family	1321241
family	1315964
family	1328272
family	1325221
family	1325617
family	1328273
family	1328290
family	1328298
family	1328881
family	1332111
family	1331326
